subject,source_file,label,start_sec,duration,a,b,c_param,ei_balance,concurrence,julia_c_real,julia_c_imag,in_mandelbrot,boundary_distance,fidelity
chb01,chb01_01.edf,interictal,0.0,1.0,0.13870330626886682,0.17808106791047493,0.8068415502572405,0.6681382439883736,0.1492760284464755,-0.5971698453635208,0.24805590077935413,True,-0.11137931034482758,0.0
chb01,chb01_01.edf,interictal,30.0,1.0,0.19840908932275103,0.23920151149305327,0.7517832679213423,0.5533741785985913,0.22279910028662941,-0.7262710991639385,0.29385728322409543,True,-0.01,0.0
chb01,chb01_01.edf,interictal,60.0,1.0,0.20559157069547207,0.2574624102697389,0.695993505680629,0.49040193498515694,0.25451900145437045,-0.7664046849225102,0.30057514700100124,False,0.060689655172413794,0.0
chb01,chb01_01.edf,interictal,90.0,1.0,0.394374357889275,0.42533458509071825,0.5576537185250604,0.1632793606357854,0.18914754926529107,-1.062185636248733,0.14191279358581899,True,-0.11137931034482758,0.0
chb01,chb01_01.edf,interictal,120.0,1.0,0.3231920911663805,0.3778061729617553,0.5739788755644416,0.2507867843980611,0.2601755349600649,-1.0018123035467943,0.2180068287021399,True,-0.04379310344827586,0.0
chb01,chb01_01.edf,interictal,150.0,1.0,0.24982814242424087,0.29977913986369364,0.6634623110437455,0.41363416861950464,0.27895897792586,-0.8576939189267493,0.291656131852834,False,0.026896551724137928,0.0
chb01,chb01_01.edf,interictal,180.0,1.0,0.3151349057317736,0.35832068779691173,0.6163489523425534,0.3012140466107798,0.2715468103526501,-0.9702405245302514,0.2418971817528649,True,-0.01,0.0
chb01,chb01_01.edf,interictal,210.0,1.0,0.1438083131807697,0.18454949845874086,0.7956013255587719,0.6517930123780022,0.15958792663146706,-0.610089572587863,0.25564007520532095,True,-0.09448275862068964,0.0
chb01,chb01_01.edf,interictal,240.0,1.0,0.17833400894019774,0.21668962091110291,0.7830070538151205,0.6046730448749227,0.19334998150090738,-0.6772802849027342,0.2818948473870578,True,-0.026896551724137928,0.0
chb01,chb01_01.edf,interictal,270.0,1.0,0.24275951591357892,0.28542587925029933,0.6982781276814964,0.4555186117679175,0.2655243920347922,-0.8272638621046638,0.2958134792030884,False,0.09448275862068964,0.0
chb01,chb01_02.edf,interictal,0.0,1.0,0.288452392802495,0.34293615192802734,0.6098072753841269,0.3213548825816319,0.28309669870720494,-0.9429589268645235,0.2598693961929216,False,0.01,0.0
chb01,chb01_02.edf,interictal,30.0,1.0,0.5050859621487315,0.5363570782482432,0.4270931230891316,0.07799283905959986,0.10439731828403437,-1.0909074371878793,-0.07146053737816985,True,-0.14517241379310344,0.0
chb01,chb01_02.edf,interictal,60.0,1.0,0.5834965924523756,0.6079026675952623,0.35219727017693836,0.23129932227543726,0.2410703629194986,-1.0225961088730278,-0.19639537708162078,True,-0.060689655172413794,0.0
chb01,chb01_02.edf,interictal,90.0,1.0,0.3571721476361554,0.39574564525337513,0.5814191754649851,0.22424702782882971,0.23629375136373543,-1.0275562357469215,0.1907947522347099,True,-0.060689655172413794,0.0
chb01,chb01_02.edf,interictal,120.0,1.0,0.5224527475798123,0.5671459269382005,0.3827710005819712,0.13968174699784108,0.17614402693436565,-1.0693107817207643,-0.12935183324353977,True,-0.11137931034482758,0.0
chb01,chb01_02.edf,interictal,150.0,1.0,0.4992143374687592,0.5305716089135902,0.4335782279266537,0.06563610954210553,0.0891887742720736,-1.0935627762949969,-0.060254191647146405,True,-0.16206896551724137,0.0
chb01,chb01_02.edf,interictal,180.0,1.0,0.4187879018846694,0.44799665567000285,0.5325719584595432,0.11378405657487378,0.1422214904219668,-1.0814820462740857,0.10095882324702496,True,-0.12827586206896552,0.0
chb01,chb01_02.edf,interictal,210.0,1.0,0.5223533282755306,0.5573328025133188,0.4006749672709455,0.12167836100458512,0.15480064672475036,-1.077535198021177,-0.11120434089755225,True,-0.12827586206896552,0.0
chb01,chb01_02.edf,interictal,240.0,1.0,0.45991677789726293,0.49080959879843145,0.47980207941518693,0.019885301517924003,0.028282634475030283,-1.0994166273769317,0.018210987479340496,True,-0.16206896551724137,0.0
chb01,chb01_02.edf,interictal,270.0,1.0,0.38542485951241345,0.43694820276953794,0.5160813991626705,0.13065653965025703,0.16773297771083812,-1.0728915207286813,0.12199383604407904,True,-0.11137931034482758,0.0
chb01,chb01_03.edf,ictal,2996,40,0.07704248069709034,0.10521357583590445,0.9057881141981294,0.8287456335010391,0.05257225106381905,-0.4737338634235058,0.13201383042931325,True,-0.2803448275862069,0.0
chb01,chb01_03.edf,preictal,2936,60,0.0809625240440484,0.13764396018355807,0.669549939833525,0.5885874157894766,0.1565410686562393,-0.5229340091459301,0.2074888429745066,True,-0.21275862068965518,0.0
chb01,chb01_03.edf,interictal,0.0,1.0,0.06360376168628577,0.10003893361865591,0.7977720750379582,0.7341683133516724,0.07815227520821147,-0.46689438631960123,0.132377268440907,True,-0.2803448275862069,0.0
chb01,chb01_03.edf,interictal,30.0,1.0,0.05,0.075878950654323,0.8841670335333041,0.834167033533304,0.03805072513808293,-0.43902999202688003,0.07719977818327178,True,-0.31413793103448273,0.0
chb01,chb01_03.edf,interictal,60.0,1.0,0.09703216044995855,0.13706571419272048,0.8069650658994282,0.7099329054494696,0.11002694343157605,-0.5219678087877102,0.19452755566288227,True,-0.21275862068965518,0.0
chb01,chb01_03.edf,interictal,90.0,1.0,0.149800826554351,0.21240830490545248,0.6772498482379292,0.5274490216835782,0.22971536221197886,-0.6680980597285143,0.28753743968876233,True,-0.026896551724137928,0.0
chb01,chb01_03.edf,interictal,120.0,1.0,0.12185119453212534,0.1652008921983684,0.7867635179264894,0.664912323394364,0.14431956067957202,-0.5722159092493615,0.23499312393128072,True,-0.14517241379310344,0.0
chb01,chb01_03.edf,interictal,150.0,1.0,0.05425518598671701,0.10840940314750817,0.6137441554677757,0.5594889694810588,0.13869308402488764,-0.47810422120854934,0.16444322059558147,True,-0.24655172413793103,0.0
chb01,chb01_03.edf,interictal,180.0,1.0,0.15766801602063085,0.20285847497679396,0.7620885495971916,0.6044205335765608,0.18917655914420928,-0.647839624639568,0.27431645319029657,True,-0.060689655172413794,0.0
chb01,chb01_03.edf,interictal,210.0,1.0,0.2294948810679729,0.2819899730921437,0.6730991049335224,0.44360422386554954,0.27259710590581127,-0.8198768869218798,0.29859324893671113,False,0.09448275862068964,0.0
chb01,chb01_03.edf,interictal,240.0,1.0,0.13312271194352954,0.1853349485530618,0.7320796261718352,0.5989569142283057,0.1841967648078701,-0.6116745547967211,0.2616102513050056,True,-0.09448275862068964,0.0
chb01,chb01_03.edf,interictal,270.0,1.0,0.05729257514177503,0.08580537633722353,0.8731306890519338,0.8158381139101588,0.04727348298548849,-0.4496457147826018,0.09810286967228876,True,-0.31413793103448273,0.0
chb01,chb01_04.edf,ictal,1467,27,0.06860165808529133,0.09529855891453234,0.9154397443009339,0.8468380862156426,0.04316362410491141,-0.46089135259163677,0.11258805960527313,True,-0.2803448275862069,0.0
chb01,chb01_04.edf,preictal,1407,60,0.05,0.08023992909219513,0.8258385713329686,0.7758385713329685,0.05414329862183536,-0.44354719887889965,0.09149210415343156,True,-0.31413793103448273,0.0
chb01,chb01_04.edf,interictal,0.0,1.0,0.09429003111087689,0.12796128421618716,0.8590507368702534,0.7647607057593765,0.0847026440291726,-0.5071600227108867,0.17557302271785485,True,-0.21275862068965518,0.0
chb01,chb01_04.edf,interictal,30.0,1.0,0.25671423095742907,0.2976466615347252,0.6897865264083847,0.4330722954509556,0.2708558479522294,-0.8532223377695191,0.29112534809260304,False,0.07758620689655171,0.0
chb01,chb01_04.edf,interictal,60.0,1.0,0.25244794834403345,0.2899382341011357,0.7079683920166379,0.4555204436726044,0.26371311979583073,-0.8369098910092457,0.29348581612144814,False,0.09448275862068964,0.0
chb01,chb01_04.edf,interictal,90.0,1.0,0.32509987499256143,0.3723997548645116,0.5929042516571722,0.26780437666461077,0.2630648844238391,-0.9934111191536775,0.2247171310541017,True,-0.04379310344827586,0.0
chb01,chb01_04.edf,interictal,120.0,1.0,0.21285584005503905,0.25079478064761246,0.7503684061735485,0.5375125661185094,0.231240833617405,-0.7517478066662624,0.29624437932073805,False,0.026896551724137928,0.0
chb01,chb01_04.edf,interictal,150.0,1.0,0.2615377628721573,0.3031618304770169,0.6818323885444896,0.4202946256723323,0.2738325880948473,-0.8647470838208503,0.288626108616152,False,0.060689655172413794,0.0
chb01,chb01_04.edf,interictal,180.0,1.0,0.23035277492633238,0.27030353002189944,0.7226616669812622,0.49230889205492984,0.2517827719436804,-0.7945287855356324,0.29792496521543077,False,0.07758620689655171,0.0
chb01,chb01_04.edf,interictal,210.0,1.0,0.10484166156899108,0.13877882218132537,0.8575685476327111,0.75272688606372,0.09465611434219977,-0.5248389698781862,0.19268721607058464,True,-0.19586206896551722,0.0
chb01,chb01_04.edf,interictal,240.0,1.0,0.34230039335936935,0.38200878021355483,0.5955561675443355,0.25325577418496614,0.25213524574307233,-1.0081426304798444,0.21102666464606776,True,-0.04379310344827586,0.0
chb01,chb01_04.edf,interictal,270.0,1.0,0.12778431853271627,0.16709560306221047,0.8121830720139622,0.6843987534812459,0.13687149509937485,-0.5758175393559489,0.23513955479163892,True,-0.12827586206896552,0.0
chb01,chb01_15.edf,ictal,1732,40,0.05,0.01663083314052021,0.95,0.8999999999999999,0.005215227266161839,-0.401909108387548,-0.05349340913686716,True,-0.36482758620689654,0.0
chb01,chb01_15.edf,preictal,1672,60,0.05,0.02713222208923785,0.95,0.8999999999999999,0.008482611805962605,-0.4050736027055658,-0.030621717358261816,True,-0.3479310344827586,0.0
chb01,chb01_15.edf,interictal,0.0,1.0,0.05,0.01717267449280547,0.9491152777323222,0.8991152777323221,0.005432130496820033,-0.40203541173766316,-0.052220078936362185,True,-0.36482758620689654,0.0
chb01,chb01_15.edf,interictal,30.0,1.0,0.06028532060401265,0.09043394347995498,0.8597764572017393,0.7994911365977266,0.05394960658941193,-0.4549976588622733,0.1083953015036728,True,-0.29724137931034483,0.0
chb01,chb01_15.edf,interictal,60.0,1.0,0.05,0.05161823328188798,0.9083692526937887,0.8583692526937886,0.022566796979742055,-0.41824709931733905,0.02569788045798349,True,-0.36482758620689654,0.0
chb01,chb01_15.edf,interictal,90.0,1.0,0.05,0.022799750667480714,0.95,0.8999999999999999,0.007138279029632356,-0.4035852144433491,-0.04003204679257355,True,-0.3479310344827586,0.0
chb01,chb01_15.edf,interictal,120.0,1.0,0.05,0.032767799753495835,0.95,0.8999999999999999,0.010221734127378347,-0.4073919273863643,-0.018447861108351643,True,-0.3479310344827586,0.0
chb01,chb01_15.edf,interictal,150.0,1.0,0.05,0.027342614335737127,0.95,0.8999999999999999,0.008547742910981591,-0.40515239820282867,-0.030165799623128917,True,-0.3479310344827586,0.0
chb01,chb01_15.edf,interictal,180.0,1.0,0.05,0.03435567044900339,0.9416103434262791,0.8916103434262791,0.011608018568289115,-0.4081228342264147,-0.0141943515920855,True,-0.3479310344827586,0.0
chb01,chb01_15.edf,interictal,210.0,1.0,0.05,0.034645446801463205,0.9209189073787258,0.8709189073787258,0.013938733317501676,-0.40825989404264823,-0.011502870501743312,True,-0.3479310344827586,0.0
chb01,chb01_15.edf,interictal,240.0,1.0,0.05,0.014207505876165184,0.95,0.8999999999999999,0.004457493919713111,-0.40139362218996866,-0.058797542562008254,True,-0.3479310344827586,0.0
chb01,chb01_15.edf,interictal,270.0,1.0,0.05,0.035023207347228746,0.9165566538517054,0.8665566538517053,0.014564376664687469,-0.4084402700287246,-0.010255725189190115,True,-0.3479310344827586,0.0
